path,label,source
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/412855_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/148944_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/349291_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/211503_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/360481_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/360481_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/164571_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/NMQA0oPMT_w_170.0_180.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/NMQA0oPMT_w_170.0_180.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/NMQA0oPMT_w_170.0_180.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193854_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/G2oQ5qKzdmw_140.0_150.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/G2oQ5qKzdmw_140.0_150.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/G2oQ5qKzdmw_140.0_150.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193840_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193857_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120330_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120330_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120330_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120330_0009000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/395282_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193838_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/349245_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/412376_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/342552_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193860_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/g6qq3GHA9t0_150.0_160.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/g6qq3GHA9t0_150.0_160.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/g6qq3GHA9t0_150.0_160.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/zqOLyClwLHM_450.0_460.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/zqOLyClwLHM_450.0_460.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/zqOLyClwLHM_450.0_460.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193831_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193846_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/32297_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/164569_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193873_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/144943_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5d4CaV5W8JU_290.0_300.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5d4CaV5W8JU_290.0_300.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5d4CaV5W8JU_290.0_300.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3RdCUlZnty8_330.0_340.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3RdCUlZnty8_330.0_340.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3RdCUlZnty8_330.0_340.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/l2RKDnvKjPc_150.0_160.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/l2RKDnvKjPc_150.0_160.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/l2RKDnvKjPc_150.0_160.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Iz-EemIn8Gk_180.0_190.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Iz-EemIn8Gk_180.0_190.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Iz-EemIn8Gk_180.0_190.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/266600_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/83241_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/ZNxAlM9Vp4Q_130.0_140.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/ZNxAlM9Vp4Q_130.0_140.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/ZNxAlM9Vp4Q_130.0_140.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/52290_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/426736_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/426736_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/D7L09gHVrow_80.0_90.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/D7L09gHVrow_80.0_90.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/D7L09gHVrow_80.0_90.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/209223_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Cf7-8eZiFiQ_140.0_150.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Cf7-8eZiFiQ_140.0_150.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Cf7-8eZiFiQ_140.0_150.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/365907_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/365907_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/365907_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/365907_0009000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/YxYnXDP_Oyc_280.0_290.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/YxYnXDP_Oyc_280.0_290.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/YxYnXDP_Oyc_280.0_290.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/32298_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/218980_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/349289_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/32296_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0009000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0012000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/120331_0015000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/274814_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/274814_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193835_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/378740_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/378740_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/378740_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/211501_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/w4-k89IIsLw_160.0_170.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/w4-k89IIsLw_160.0_170.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/w4-k89IIsLw_160.0_170.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193836_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Q21kSb_OioI_160.0_170.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Q21kSb_OioI_160.0_170.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/Q21kSb_OioI_160.0_170.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/114042_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/N4gbP2QU2fk_220.0_230.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/N4gbP2QU2fk_220.0_230.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/N4gbP2QU2fk_220.0_230.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/256512_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/256512_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/256512_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/68702_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5ccSyFBJWgQ_200.0_210.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5ccSyFBJWgQ_200.0_210.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/5ccSyFBJWgQ_200.0_210.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/218981_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/265968_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0009000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0012000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/402443_0015000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3IW7578PicA_210.0_220.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3IW7578PicA_210.0_220.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3IW7578PicA_210.0_220.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/197866_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/218988_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/151088_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/mzcLIsIS050_490.0_500.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/mzcLIsIS050_490.0_500.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/mzcLIsIS050_490.0_500.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/325228_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/180147_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/180147_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/180147_0006000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/180147_0009000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/WYtXPShpUC8_270.0_280.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/WYtXPShpUC8_270.0_280.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/WYtXPShpUC8_270.0_280.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/399664_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/113138_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/4WewDN9AtlA_260.0_270.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/4WewDN9AtlA_260.0_270.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/4WewDN9AtlA_260.0_270.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/349302_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/UcxIA9dQJpU_50.0_60.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/UcxIA9dQJpU_50.0_60.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/UcxIA9dQJpU_50.0_60.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3Qli5msTyH8_150.0_160.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3Qli5msTyH8_150.0_160.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/3Qli5msTyH8_150.0_160.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/113131_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/193859_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/bUDfTkJCg0o_20.0_30.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/bUDfTkJCg0o_20.0_30.0_0003000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/bUDfTkJCg0o_20.0_30.0_0006000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/190026_0000000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/190026_0003000.wav,knock,fsd50k
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/b7WsLwjRYQY_290.0_300.0_0000000.wav,knock,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/knock/b7WsLwjRYQY_290.0_300.0_0003000.wav,knock,audioset
